,Tweet,Label,char_counts,word_counts,avg_wordlength,hashtag_counts,mentions_counts,digits_counts,clean_tweet
2132, allah pochy tujhy bhn... tera to alg hissab hoga.,0,41,9,4.555555555555555,0,0,2,allah pochy tujhy bhn tera alg hissab hoga
2133,  maa sadqe nazar naa lage iss pyar ko 😂😂,1,31,9,3.4444444444444446,0,0,0,maa sadqe nazar naa lage iss pyar
2134,wtf bhenchod. pregnalt hogye?,0,26,4,6.5,0,0,1,wtf bhenchod pregnalt hogye
2135,leave it jeetna to 😂😂shukla ji ko hi hai...bhaunk lene to kutto ko,0,54,13,4.153846153846154,0,0,1,leave jeetna shukla ji bhaunk lene kutto
2136,girls keep calling me nice?? and sweet??? toh date kar na,1,47,11,4.2727272727272725,0,0,0,girls calling nice sweet toh date
2137,ye #pslanthem ke sath kya zulam kiya ha? matlab 2 mahinay hum ye gaein gy🤔,1,60,15,4.0,1,0,1,ye pslanthem ke sath zulam kiya ha matlab 2 mahinay ye gaein gy
2138,😂😂😂ab itna force kr raheen hain tou maanna he parey gaa😂😂,1,47,11,4.2727272727272725,0,0,0,ab itna force raheen maanna parey gaa
2139,"bhand kutte bsdk charsi  hindu kabhi terrorist nahi hota ...jahil,",0,56,10,5.6,0,0,2,bhand kutte bsdk charsi hindu kabhi terrorist nahi jahil
2140,"so the usual thing: can't find anything against the man, accuse him of having israeli/yahoodi and indian connections. you're sounding like that other bigot: fur.",1,137,25,5.48,0,0,3,usual thing ca nt man accuse having israeliyahoodi indian connections re sounding like bigot fur
2141, haha.. jo sahi ho tareef karo or galt per tanqeed,1,40,10,4.0,0,0,1,haha sahi tareef karo galt tanqeed
2142, he is the man k woh salman sir ko sorry bol day not like paras....ghalti e na mane...but enjoy the moment today..,1,92,22,4.181818181818182,0,0,3,man k salman sir sorry bol day like paras ghalti e mane enjoy moment today
2143,bara gand gand araha hai aj kal bharwe lagta hai boht logo ko di hai,0,54,15,3.6,0,0,0,bara gand gand araha aj kal bharwe lagta boht logo di
2144,tum sab breakup karlo yar mujhe khush hona hai pls.,1,42,10,4.2,0,0,1,tum sab breakup karlo yar mujhe khush hona pls
2145,humen ignore karne walo ka  bhi aik din hisab hoga🤣,1,41,10,4.1,0,0,0,humen ignore karne walo aik din hisab hoga
2146,dani ye har gy ye nai krrwya ga,1,24,8,3.0,0,0,0,dani ye har ye krrwya
2147,lanat abbtknews k khilaf trend bnane walye yazeedion pe r bibi k dushmano p bhi ,0,65,15,4.333333333333333,0,0,0,lanat abbtknews k khilaf trend bnane walye yazeedion r bibi k dushmano p
2148,imran chore zakat khore yahodi is also jahaz.,0,38,8,4.75,0,0,1,imran chore zakat khore yahodi jahaz
2149,nawaz sharif developed pakistan and imran chore zakat khore yahodi agents both are bajwa and imran chore zakat khore destroyed pakistan,0,115,21,5.476190476190476,0,0,0,nawaz sharif developed pakistan imran chore zakat khore yahodi agents bajwa imran chore zakat khore destroyed pakistan
2150,   kaash in logo insaan ko sirf insaan ki tarah dekhna sikhaya gaya hota. kaash inka mazhab inhe duniya pe kabze ke sapne na dikhata . kaash inhe insaniyat ki khidmat or janwaro pe raham sikhaya gaya hota,0,165,37,4.45945945945946,0,0,2,kaash logo insaan sirf insaan tarah dekhna sikhaya kaash inka mazhab inhe duniya kabze ke sapne dikhata kaash inhe insaniyat khidmat janwaro raham sikhaya
2151,  us ny meri shikayat tum say ki hai..🤣🤣,1,31,8,3.875,0,0,1,meri shikayat tum
2152,tere naam humne kiya hae zindagi ka kabaara sanam,1,41,9,4.555555555555555,0,0,0,tere naam humne kiya hae zindagi kabaara sanam
2153,"tm sab boring ho, me pubg khelny ja rha. by",1,34,10,3.4,0,0,2,tm sab boring pubg khelny
2154, pari tumhara dil q rota hay?,1,23,6,3.8333333333333335,0,0,0,pari tumhara dil q rota
2155, average hai. achi pitches pe bohat pitay ha,1,36,8,4.5,0,0,1,average achi pitches bohat pitay ha
2156,       q apko aj tak pata e nahi chala apky nam k meaning ka,1,41,13,3.1538461538461537,0,0,0,q apko aj tak pata e nahi chala apky nam k meaning
2157,"ahmaddiya jama'at crictket tournament qadian,",1,41,5,8.2,0,0,1,ahmaddiya jamaat crictket tournament qadian
2158,tu hijra hai kiya??  ooo theek teri profike pic btatai hai jaakr mujra kr tere baapon k saath,0,75,18,4.166666666666667,0,0,0,hijra kiya o theek teri profike pic btatai jaakr mujra tere baapon k saath
2159,  khud ho cancer tumor sub kuch mujhy tum say baat hi nhi karni..😠😠,0,53,13,4.076923076923077,0,0,1,khud cancer tumor sub mujhy tum baat nhi karni
2160,us bhenchod ne bharat ke time raj bahnsal ko apana lvda mana tha,0,52,13,4.0,0,0,0,bhenchod bharat ke time raj bahnsal apana lvda mana
2161,aise keh rha jaise bc kashmir fateh kar lia hou 😂,0,39,11,3.5454545454545454,0,0,0,aise keh jaise bc kashmir fateh lia hou
2162,the hijra has already adopted them.,0,30,6,5.0,0,0,1,hijra adopted
2163, ye tu sch h 😉,1,9,5,1.8,0,0,0,ye sch h
2164, ye bhi puchne ki baat hai,1,20,6,3.3333333333333335,0,0,0,ye puchne baat
2165,super hijra. believe me i was saying instantly on seeing the gait,0,54,12,4.5,0,0,1,super hijra believe saying instantly seeing gait
2166,oqaat wesy yehii ha hmarii,1,22,5,4.4,0,0,0,oqaat wesy yehii ha hmarii
2167, aur jo haseen na ho usko koi munn nahi lgata,1,35,10,3.5,0,0,0,haseen usko munn nahi lgata
2168, jis trha tujhe chaha koi chahe tu bhul jana mjhe,1,39,10,3.9,0,0,0,jis trha tujhe chaha chahe bhul mjhe
2169,i asked about abdominal pain and he said haan hai and pointed towards left iliac fossa 😳  din mein taaray nazar agae thy 2 mint to k ye kya case h jigar mein resha or dard left iliac fossa mein hai. 😂  phir ho guzra to usny btaya liver cyst hai 😂,1,193,52,3.7115384615384617,0,0,2,asked abdominal pain said pointed left iliac fossa din mein taaray nazar agae 2 mint k ye case h jigar mein resha dard left iliac fossa mein phir guzra usny btaya liver cyst
2170,  shame on u bibi ubi tm ny hajj kya us k bd b tm ko hidayat nh mili fame r pesy k lye kitna giro g itni wahiyat dressing dftm 😠🖐,0,97,31,3.129032258064516,0,0,0,shame u bibi ubi tm hajj k bd b tm hidayat nh mili fame r pesy k kitna giro g itni wahiyat dressing dftm
2171,koi nhi karta dm sary phattu hain 🥴,0,28,8,3.5,0,0,0,nhi karta dm sary phattu
2172,chonchle aur point of view alehda cheezain hain 😊😊😊,1,43,9,4.777777777777778,0,0,0,chonchle point view alehda cheezain
2173,rt :   dekh sab ko pata ke ab tu mujhe yaad nii krti🙂,1,39,13,3.0,0,0,0,dekh sab pata ke mujhe yaad nii krti
2174,khtm ho tum log abh sale hoye next season de pencho bc get lost bastards,0,58,15,3.8666666666666667,0,0,0,khtm tum log abh sale hoye season pencho bc lost bastards
2175,"bhai bhai,, ise bhi pta chl gya tum ganjedi, aur charsi ho 🤣🤣",0,49,13,3.769230769230769,0,0,2,bhai bhai ise pta chl tum ganjedi charsi
2176,agar main defame game shuru nahi kar rahi aur lehaaz kar rahi hoon tau bht ghalat faida uthanay ki koshish kar rahe ho aap. start tau aap ne kia hai lekin agar yeh gandi degrading game khelna chahtay ho tau btao?,1,172,41,4.195121951219512,0,0,1,agar defame game shuru nahi lehaaz hoon tau bht ghalat faida uthanay koshish rahe aap start tau aap kia lekin agar gandi degrading game khelna chahtay tau btao
2177,"pata nhi saali kiss mulle ki bistar garam karr tii h.. baap eska defence me thii,, arr yeh keise desh ke gaddaron ka sath de rahee h.",0,107,27,3.962962962962963,0,0,3,pata nhi saali kiss mulle bistar garam karr tii h baap eska defence thii arr keise desh ke gaddaron sath rahee h
2178,khamoshyan teri sunoon bs door kahi na juan main.... ❤,1,45,10,4.5,0,0,1,khamoshyan teri sunoon bs door kahi juan
2179, bachy k dil.tor dia💔 ab kon jorhy va ish.....,1,37,9,4.111111111111111,0,0,2,bachy k diltor dia kon jorhy va ish
2180,agar bhenchod ab bollywood stars ne muh khola support mein to they will be fucking complicit in this crime and they should declare that they are just puppets of modi!,0,137,30,4.566666666666666,0,0,0,agar bhenchod bollywood stars muh khola support mein fucking complicit crime declare puppets modi
2181,tu khud beghairt kutta hy,0,21,5,4.2,0,0,0,khud beghairt kutta
2182, mein na kaha bnayen i mean hum bn jate hei phrnd😅,0,39,11,3.5454545454545454,0,0,0,mein kaha bnayen mean bn jate hei phrnd
2183,oye bandri de bache tera bap yahodi to nai?,0,35,9,3.888888888888889,0,0,0,oye bandri bache tera bap yahodi
2184,"yeh harami general sunni muslims ka qatil ha, pakistan ka dushman tha, americans ne bohat acha kia. aik khanzeer jahanam-wasil hua",0,110,21,5.238095238095238,0,0,3,harami general sunni muslims qatil ha pakistan dushman americans bohat kia aik khanzeer jahanamwasil hua
2185,knock knock tera baap aaya ha,0,24,6,4.0,0,0,0,knock knock tera baap aaya ha
2186,that bhenchod one would be so true 😭,0,29,8,3.625,0,0,0,bhenchod true
2187, ma jo jee rha hn wajah tum ho thnk u my nose😂,0,34,12,2.8333333333333335,0,0,0,ma jee hn wajah tum thnk u nose
2188,tmhari megtivity hoi ha... baki alhomdulillah sb dunia limits me heeen,1,60,11,5.454545454545454,0,0,1,tmhari megtivity hoi ha baki alhomdulillah dunia limits hen
2189,    excuse me! she's her manager nidhii please atleast kisi k emotions ka toh mazak mat udao.,1,74,16,4.625,0,0,1,excuse s manager nidhii atleast kisi k emotions toh mazak mat udao
2190,rt : sher abhi shant betha tha to ye log samjhe gya inko ni pta wo inka baap h #captaincoolshuklaji,0,80,20,4.0,1,0,0,sher abhi shant betha ye log samjhe inko ni pta inka baap h captaincoolshuklaji
2191," in a fair world, even the home minister would have faced the consequences for saying ""aisa button dabaana ki shaheen bagh ki janta ko current lag jaaye"".. button.. trigger..",1,145,29,5.0,0,0,4,fair world home minister faced consequences saying aisa button dabaana shaheen bagh janta current lag jaaye button trigger
2192,asan na kaya notebook ko sa rc hehehe,1,30,8,3.75,0,0,0,asan kaya notebook sa rc hehehe
2193,8 march 2020 baroz itwar din 10 bje bilal town abbottabad mein rohani mehfil ka inaqad kiya giya ha.talibeen e haq ko shirkat ki dawat. rabta# 03245723098,1,128,27,4.7407407407407405,0,0,6,8 march 2020 baroz itwar din 10 bje bilal town abbottabad mein rohani mehfil inaqad kiya giya hatalibeen e haq shirkat dawat rabta 03245723098
2194,rt : want 2 do hijra so badly :((((((,1,29,9,3.2222222222222223,0,0,1,want 2 hijra badly
2195,jitni lanaty yahodi ghulam ko mily gi ap ka   hissa brabar ka  hai,0,51,13,3.923076923076923,0,0,0,jitni lanaty yahodi ghulam mily ap hissa brabar
2196,bala sahab nein aapko hijra bola hai,0,30,7,4.285714285714286,0,0,0,bala sahab nein aapko hijra bola
2197,bhenchod roosters here in karachi have their own timezone - 1:16am,0,56,11,5.090909090909091,0,0,2,bhenchod roosters karachi timezone 116am
2198,"pehle pakistan bachao #azadi_march . ghafoor chutiye - mooh se moofali toot ti nahi hai aur gaand se akhrot todna hai.patloon tight karle, #maulanafazlurrehman utaar dega😂😂😂     #pkmkb #bjp",0,158,28,5.642857142857143,4,0,3,pehle pakistan bachao azadi march ghafoor chutiye mooh moofali toot ti nahi gaand akhrot todna haipatloon tight karle maulanafazlurrehman utaar dega pkmkb bjp
2199,tu pahle apna pakistani passport aur indian visa dikhao uske bad baat karna hijra kahi ke doctor kabhi jaisa tere pakistan mein hai kya koi sabhi hijalih ka aulad hai,0,137,30,4.566666666666666,0,0,0,pahle apna pakistani passport indian visa dikhao uske bad baat hijra kahi ke doctor kabhi jaisa tere pakistan mein sabhi hijalih aulad
2200,". it was great listening to randi kick the ass of the right wing caller pretending to be a democrat on her show. she does it every time, using facts and logic against stupidity. buy a podcast and support her show!",1,173,41,4.219512195121951,0,0,4,great listening randi kick ass right wing caller pretending democrat time facts logic stupidity buy podcast support
2201,tum sports anchor sa syasi bandr kab sa ban gay,0,38,10,3.8,0,0,0,tum sports anchor sa syasi bandr kab sa ban gay
2202, lekin jab bhi hoti hai aap ke against he hoti hai,1,39,11,3.5454545454545454,0,0,0,lekin jab hoti aap ke hoti
2203,bharwe😂😂😂,0,9,1,9.0,0,0,0,bharwe
2204,muh se munfali toot'ti nahi gaand se akhrot todenge,0,43,9,4.777777777777778,0,0,0,muh munfali tootti nahi gaand akhrot todenge
2205,tum behn chod hindu k maa mar gai the jb hm jutiyan mar rahy thy. salo tum itne haram zady ho apne pilot ko bhool gy jo hmry pas hein,0,104,30,3.466666666666667,0,0,1,tum behn chod hindu k maa mar hm jutiyan mar rahy salo tum itne haram zady apne pilot bhool hmry pas hein
2206,qalandar honey pe ajeeb sa fakhar mehsoos ho raha aaj ;),1,46,11,4.181818181818182,0,0,0,qalandar honey ajeeb sa fakhar mehsoos aaj
2207,"aur tu bhikhari fukra, jo ek berozgar ki tweet pe jaakar tweet kar raha hai. bekar show hai tabhi tu ussi ke baare mein bhaunk raha hai",0,109,27,4.037037037037037,0,0,2,bhikhari fukra ek berozgar tweet jaakar tweet bekar tabhi ussi ke baare mein bhaunk
2208,  zulam to her jaga horha he. krne walloon main ferq he.,1,44,11,4.0,0,0,2,zulam jaga horha krne walloon ferq
2209," poor boy, i actually liked him for ""jo tu na milla"". song got released at a great time.",1,70,18,3.888888888888889,0,0,3,poor boy actually liked milla song got released great time
2210,aa gye randi rona krne terko b azadi milge,0,34,9,3.7777777777777777,0,0,0,aa gye randi rona krne terko b azadi milge
2211,  pitch bnai ni barish ki waja se hui aisi,1,32,9,3.5555555555555554,0,0,0,pitch bnai ni barish waja aisi
2212,"if you buy a hoodie from israel, to yahoodi apki hai?",1,43,11,3.909090909090909,0,0,1,buy hoodie israel yahoodi apki
2213,ya what about ahmedi muslims in pak?? ever heard about hindu condition in pak & bng ?? how many lynching has happened ?? i maxm heard of 2-3 lynchings in 1 month ...i apologise for it....but becuz of 2-3 lynching you can't say that 200 million muslims are not happy,1,216,50,4.32,0,0,8,ahmedi muslims pak heard hindu condition pak bng lynching happened maxm heard 23 lynchings 1 month apologise becuz 23 lynching ca nt 200 million muslims happy
2214,logon ki lifeline hoti hai aur yahan tw meri life hi line per nhi hai 🥺,1,56,16,3.5,0,0,0,logon lifeline hoti yahan tw meri life line nhi
2215,"well said, don't play with someone's feelings bhenchod..",0,49,8,6.125,0,0,2,said nt play s feelings bhenchod
2216,abey saali kis ko bolaa 😂,1,20,6,3.3333333333333335,0,0,0,abey saali bolaa
2217,ek yahoodi ka hazarat imam jafar sadiq (r a) se sawal aap kehte ho allah har cheez par qadir hai.. kia allah is cheez pr qadir hai kay aasman ek choti sheeshi mein daal de naa sheeshi badi ho or naa he asmaan chota ho kia apka allah itni taqat rakhta hai,1,203,52,3.9038461538461537,0,0,1,ek yahoodi hazarat imam jafar sadiq r sawal aap kehte allah har cheez qadir kia allah cheez pr qadir kay aasman ek choti sheeshi mein daal naa sheeshi badi naa asmaan chota kia apka allah itni taqat rakhta
2218,rt : bs yhi hai sacchai inki... jnu ki randiyan 😂😂🤣🤣,0,42,11,3.8181818181818183,0,0,1,bs yhi sacchai inki jnu randiyan
2219,randi ke bache jb bt puri nai btani phr aapni bhen q chutwa rha hai bharwe,0,59,16,3.6875,0,0,0,randi ke bache bt puri btani aapni bhen q chutwa bharwe
2220,is repair khusray chupay ka mun wali ko b tag karo bhaio kyun ka isay b 2 mun wala azdaha ha...,0,75,21,3.5714285714285716,0,0,2,repair khusray chupay mun wali b tag karo bhaio kyun isay b 2 mun azdaha ha
2221,pereira shoot you fucking piece of shit ffs bhosdike baraat aane ka wait kar raha hai kya bhenchod,0,81,18,4.5,0,0,0,pereira shoot fucking piece shit ffs bhosdike baraat aane wait bhenchod
2222,randi hai saali,0,13,3,4.333333333333333,0,0,0,randi saali
2223,  yrr me hi ni bol pata aur log porn send kar rhe,1,36,12,3.0,0,0,0,yrr ni bol pata log porn send rhe
2224,how ahmdi's are muslims ? its a big debate  this offshoot only developed in 18th century?in europe someone claim to be jesus rebirth they roast him 🔥  🇨🇿 courts did it back in 2016. ahmadi's can be anything but not muslims.,1,181,41,4.414634146341464,0,0,3,ahmdi s muslims big debate offshoot developed 18th century europe claim jesus rebirth roast courts 2016 ahmadi s muslims
2225,law chor k dekh lo shayad us say bhi kaam chal jaye 🤷,1,41,13,3.1538461538461537,0,0,0,law chor k dekh lo shayad kaam jaye
2226,"just tell me who runs india's economy govt companies like bsnl, or pvt like jio and airtel stop cursing billionaires and businessman. they build the economy without them the nation is bound to doom. automotion is good.",1,182,37,4.918918918918919,0,0,4,tell runs india s economy govt companies like bsnl pvt like jio airtel stop cursing billionaires businessman build economy nation bound doom automotion good
2227, munafiq k liye koyi izzat nahi,0,25,6,4.166666666666667,0,0,0,munafiq k koyi izzat nahi
2228,randi hai to randi,0,15,4,3.75,0,0,0,randi randi
2229,sanum apni. ajaiz maa ki tasveer kun lgaia hou hai apni asli maa ki lagao  bhen chod ki buchi,0,74,19,3.8947368421052633,0,0,1,sanum apni ajaiz maa tasveer kun lgaia hou apni asli maa lagao bhen chod buchi
2230,"pakistanis have no right to speak about minorities. you guys can't even take care of your own shias, ahmadiyas, balochis, muhajjirs. there's still bombings of shia and ahmadiya mosques to till this date.  hindu and sikh girls are still converted and raped in 2019. we saw #gotki.",1,232,47,4.9361702127659575,1,0,8,pakistanis right speak minorities guys ca nt care shias ahmadiyas balochis muhajjirs s bombings shia ahmadiya mosques till date hindu sikh girls converted raped 2019 saw gotki
2231,bhen chod jahil awam,0,17,4,4.25,0,0,0,bhen chod jahil awam
2232,teri soch or teri harkat dhek lagra h k tere abu k jaanay k baad tere ghar me hindu yahoodi christian buddhist aate the or un ke jane k baad urdu baloch sindhi phthan punjabi meman bhi aate te abhi tak tere abu shak me h ye mera nahi ho sakta,0,192,51,3.764705882352941,0,0,0,teri soch teri harkat dhek lagra h k tere abu k jaanay k baad tere ghar hindu yahoodi christian buddhist aate ke jane k baad urdu baloch sindhi phthan punjabi meman aate te abhi tak tere abu shak h ye mera nahi sakta
2233,g**nd se akhrot todte hue hindu samrat...😂,0,36,7,5.142857142857143,0,0,1,g nd akhrot todte hue hindu samrat
